code,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R20303,í∑ñÏåß,è¨äCí¨,4713,2276,2437,4609,2196,2413,443,235,208,2429,1259,1170,1841,782,1059,1106,421,685,104,34,85,133,143,1873,1868,4593,1025,521,587,327,279,17,3,11420,2138,321,6,47,31,2,1,7,74,3,4,9,46,33,9,22,4,17,6,6,78,237,2256,55,360,189,4,5,74,422,20,8,31,343,110,62,359,26,109,79,55,549,1652,209,272,80.6,6.9,4185560,566754,3947833,806228,377502,400114,6779,0,0,1,14,169,1,16,145,1,288,2512,1408,1104,66,45,21,1692,588,1104,570,547,1392,12,0,4782,807,63,24,1,1,2,3,14,5,10,1,140
R20304,í∑ñÏåß,êÏè„ë∫,4607,2731,1876,3881,2031,1850,505,268,237,2950,1938,1012,1151,524,627,650,266,384,726,29,52,66,111,1205,1205,4607,417,230,218,118,120,15,2,20961,3210,191,13,28,8,3,0,9,42,1,1,1,20,16,11,9,8,14,6,13,37,141,1044,85,103,34,3,0,135,293,7,1,1,101,54,19,68,42,39,56,85,140,819,510,26,71.6,1.4,3802162,672686,3642522,649457,597468,362400,10439,0,0,2,26,167,1,12,92,0,0,3277,2148,1129,25,22,3,798,291,507,2492,129,647,9,1,4858,1280,33,8,0,0,2,1,2,1,4,0,0
R20305,í∑ñÏåß,ìÏñqë∫,3408,1848,1560,2980,1455,1525,388,187,201,2059,1242,817,961,419,542,574,210,364,428,26,49,79,99,1036,1033,3318,439,258,239,134,110,14,3,13309,2929,160,9,11,5,1,0,6,29,1,5,5,39,11,10,10,5,10,3,9,16,135,1449,148,45,74,1,0,98,213,7,14,65,326,59,103,120,99,37,40,148,119,1182,328,52,73.3,-0.2,4287646,651139,3641077,676769,920805,244781,18454,0,0,2,26,166,1,13,97,0,0,2196,1365,831,23,17,6,801,279,522,1330,105,757,8,1,3518,109,25,12,0,0,4,1,2,1,3,2,78
R20306,í∑ñÏåß,ìÏëäñÿë∫,1005,477,528,983,467,516,112,55,57,476,255,221,417,167,250,273,96,177,22,2,19,16,28,428,428,1005,219,138,133,83,87,3,2,6605,821,65,1,16,5,1,1,1,7,0,1,1,10,6,3,4,1,2,4,1,22,42,236,8,42,10,2,1,1,20,0,3,1,21,27,16,29,5,5,40,8,57,171,66,86,82.5,0.1,1845096,825100,1795274,321531,260037,176516,0,0,0,1,10,39,0,0,0,0,0,513,291,222,14,11,3,365,120,245,185,82,232,4,1,1053,88,6,1,0,0,1,0,1,0,0,1,21
R20307,í∑ñÏåß,ñkëäñÿë∫,774,381,393,749,360,389,89,52,37,381,201,180,304,128,176,206,78,128,25,6,12,41,36,333,331,743,175,112,100,55,64,3,1,5632,498,38,1,7,7,0,0,0,4,1,0,1,2,2,3,4,1,2,3,1,14,23,162,1,33,34,0,0,0,9,4,0,1,10,4,17,19,3,4,23,1,67,94,49,60,83,4.5,1727625,107910,1661740,255592,434752,166721,7521,0,0,1,11,61,0,0,0,0,0,390,224,166,12,11,1,283,94,189,123,81,178,10,0,787,173,4,0,0,0,1,0,1,0,0,1,15
R20309,í∑ñÏåß,ç≤ãvï‰í¨,11186,5392,5794,11098,5359,5739,1202,616,586,6032,3060,2972,3951,1716,2235,2242,875,1367,88,52,163,224,328,4014,4008,10920,2331,864,1254,627,565,40,9,18815,3787,553,7,123,70,1,2,7,106,3,13,17,59,53,14,30,10,26,9,7,196,350,3457,82,533,761,2,4,19,538,37,43,47,262,146,108,577,54,66,167,82,1305,2070,568,746,86.2,10.8,8087755,1086112,7797579,1861044,1251407,475858,26538,0,0,1,32,510,1,21,250,0,0,5728,3160,2568,231,156,75,4016,1457,2559,929,1595,3158,2,1,11337,1700,85,34,1,1,6,4,9,6,10,3,262
R20321,í∑ñÏåß,åyà‰ëÚí¨,18994,9107,9887,18638,8932,9706,2229,1117,1112,10772,5253,5519,5610,2492,3118,2554,1017,1537,261,125,207,1189,1071,8247,8215,18524,4748,2690,2086,1272,918,69,37,15603,3795,1704,10,134,26,4,8,25,513,5,134,36,506,106,49,65,6,65,12,10,160,1534,13159,83,811,214,24,37,424,3098,70,625,162,4488,1038,368,787,56,603,271,83,1025,12051,114,168,62.5,0.4,14476949,9179098,13573762,2542044,2334175,1556250,2948,2,91,3,65,972,1,28,404,2,483,9252,4931,4321,347,233,114,6250,2315,3935,306,1289,7373,25,2,20322,4115,491,272,2,1,18,11,25,14,27,4,437
R20323,í∑ñÏåß,å‰ë„ìcí¨,15184,7561,7623,14760,7389,7371,2062,1075,987,8927,4574,4353,3874,1731,2143,1924,778,1146,363,97,177,773,714,6118,6108,14885,3597,1799,1371,741,518,82,25,5879,2544,587,10,80,56,2,3,14,112,7,23,22,102,46,18,47,4,36,5,10,136,441,6296,108,381,2793,11,17,159,743,55,85,87,456,210,163,633,54,218,123,108,3174,3014,291,346,81,8.9,7800838,2283270,7407598,1594631,780927,451401,6775,2,124,2,48,852,1,33,464,0,0,7815,4404,3411,371,236,135,4321,1513,2808,790,2312,4614,1,1,15525,1262,95,82,2,1,6,6,15,7,12,4,347
R20324,í∑ñÏåß,óßâ»í¨,7265,3583,3682,7184,3543,3641,787,398,389,4038,2079,1959,2440,1106,1334,1278,522,756,81,33,126,198,237,2682,2671,7129,1552,625,816,400,300,27,8,6687,2650,398,10,56,42,1,4,9,70,4,6,17,93,23,15,19,5,17,6,11,98,289,3166,145,319,635,5,15,104,428,30,63,68,828,94,97,155,33,58,86,148,954,2064,666,384,80.9,6.8,4775698,910487,4234950,1061057,404449,342615,8066,0,0,1,21,305,1,18,164,1,282,3992,2223,1769,130,90,40,2352,869,1483,713,1067,2208,34,0,7474,616,56,28,1,0,4,3,2,6,6,0,0
R20349,í∑ñÏåß,ê¬ñÿë∫,4343,2084,2259,4321,2077,2244,502,246,256,2234,1122,1112,1598,711,887,853,332,521,21,22,72,102,100,1556,1553,4247,986,282,544,292,195,15,5,5710,1080,203,4,27,48,2,1,4,33,1,4,4,21,16,10,15,3,7,3,4,75,124,1232,19,66,497,3,2,103,110,11,6,11,62,40,32,166,44,11,49,19,563,650,166,375,80,7,3551020,406203,3229188,717400,312019,216124,0,0,0,1,17,219,1,13,117,0,0,2040,1143,897,89,63,26,1694,622,1072,217,757,1062,13,1,4428,277,30,12,0,0,2,1,1,1,2,1,97
R20350,í∑ñÏåß,í∑òaí¨,6166,3029,3137,6124,3015,3109,624,328,296,3173,1629,1544,2344,1060,1284,1291,531,760,42,26,85,137,175,2416,2408,6084,1454,588,847,485,374,17,6,18386,2532,411,9,66,54,0,3,8,59,5,6,6,100,21,15,27,6,17,9,9,120,282,2754,125,261,524,0,8,323,256,17,55,11,313,59,97,509,43,46,107,125,785,1844,203,502,91.8,10,6341493,713256,6253824,1174178,651020,514444,67788,0,0,2,26,245,0,0,0,0,0,3108,1756,1352,108,70,38,2290,856,1434,341,881,1829,35,0,6247,264,51,31,0,1,3,2,17,3,10,2,130
R20361,í∑ñÏåß,â∫êzñKí¨,20236,9749,10487,20022,9678,10344,2383,1205,1178,10558,5395,5163,7262,3127,4135,3840,1541,2299,208,113,273,600,652,7946,7931,19765,4617,2184,2479,1312,1094,61,27,6687,820,1153,1,103,200,4,9,8,272,16,58,40,154,103,39,81,5,54,6,1,303,849,10008,3,541,2417,189,67,116,1648,103,257,167,974,494,445,1770,63,596,158,3,2958,7047,21,126,80,1.7,7901886,2669620,7540956,2323848,921924,717787,0,0,0,2,55,935,2,40,482,1,596,9675,5427,4248,419,274,145,7642,2776,4866,135,3641,5830,3,1,20565,454,192,110,1,3,13,14,32,21,42,3,455
R20362,í∑ñÏåß,ïxémå©í¨,14493,7039,7454,14327,6968,7359,1803,921,882,7786,3949,3837,4871,2145,2726,2688,1071,1617,159,87,185,387,474,5396,5384,14102,3108,1354,1542,835,671,56,20,14476,4495,723,13,110,121,3,6,18,120,5,15,19,96,52,33,42,15,46,7,14,232,477,7558,175,402,3371,14,12,191,754,41,65,46,406,240,377,1003,92,173,180,189,3775,3594,598,472,82.6,6.1,7679529,2424936,7208640,1907322,871348,770495,37643,0,0,3,52,751,1,29,378,1,302,7380,4099,3281,245,167,78,4968,1800,3168,971,2466,3895,40,1,14826,1963,93,51,0,1,8,4,32,5,21,5,352
R20363,í∑ñÏåß,å¥ë∫,7566,3717,3849,7519,3701,3818,976,483,493,4141,2124,2017,2448,1110,1338,1232,482,750,47,53,98,306,239,2673,2664,7287,1662,533,762,421,282,29,13,4326,2322,433,8,82,54,1,5,8,55,1,13,23,104,10,21,20,4,18,6,8,136,289,2408,67,284,357,3,9,89,296,10,40,47,306,16,239,307,24,230,84,67,641,1700,500,167,83.8,5.1,4254731,925281,4055236,1078182,444407,430720,20889,1,40,1,26,417,1,18,227,0,0,4146,2294,1852,127,83,44,2305,850,1455,1007,1120,2007,16,1,7968,138,42,23,0,0,5,3,3,3,5,1,204
R20382,í∑ñÏåß,íCñÏí¨,19770,9657,10113,19457,9507,9950,2375,1217,1158,10560,5403,5157,6812,3020,3792,3521,1413,2108,310,109,246,484,570,7343,7329,19444,4268,1753,2282,1186,875,68,25,16920,2453,973,5,112,209,2,5,13,198,14,29,41,97,71,38,61,9,61,8,5,321,647,9018,21,497,4019,22,11,194,1110,100,48,145,530,195,401,855,86,575,209,21,4516,4481,317,826,80.9,8.8,9044077,2482074,8619595,2511143,1178164,778770,686,1,68,5,86,1022,1,34,465,1,443,9600,5421,4179,344,237,107,7361,2728,4633,467,4288,4802,28,2,19759,1357,149,74,2,1,13,12,17,16,30,6,507
R20383,í∑ñÏåß,ñ•ó÷í¨,25241,12681,12560,24274,12219,12055,3591,1887,1704,14659,7629,7030,6891,3096,3795,3394,1377,2017,890,186,289,781,693,9240,9234,25019,5379,2270,2307,1114,745,99,32,8591,3051,1141,9,120,288,2,2,20,240,12,33,36,124,87,39,56,6,59,8,9,408,724,13070,54,533,6109,27,10,368,1801,122,89,130,796,388,383,1117,84,851,208,54,6642,6374,727,832,90.7,10.1,10308309,3412468,9709505,3717156,886539,770166,29050,0,0,5,99,1439,1,44,713,1,367,12938,7444,5494,478,321,157,7458,2582,4876,916,5800,5950,16,1,25037,4461,195,94,5,1,12,9,16,11,35,7,673
R20384,í∑ñÏåß,î—ìáí¨,9530,4605,4925,9351,4551,4800,1112,564,548,5212,2658,2554,3200,1379,1821,1730,674,1056,177,44,125,227,296,3325,3318,9389,1818,720,964,457,309,40,14,8696,2860,452,14,66,80,1,3,6,72,3,10,18,51,35,16,37,6,25,6,15,148,289,4129,206,285,1944,5,6,88,430,27,34,49,210,57,102,370,56,97,151,207,2240,1682,588,358,76.4,8.1,5237047,1191623,4890987,1226385,542088,439428,0,0,0,2,31,441,1,20,228,0,0,5237,2900,2337,149,98,51,2997,1020,1977,871,2002,2350,4,1,9689,2167,59,42,0,0,5,5,4,6,6,3,268
R20385,í∑ñÏåß,ìÏñ•ó÷ë∫,15063,7498,7565,14785,7382,7403,2406,1242,1164,9214,4740,4474,3377,1476,1901,1635,645,990,265,129,135,670,577,5839,5828,14806,3309,1783,1125,571,381,66,21,4099,1772,614,8,70,113,1,8,27,141,5,33,18,44,55,23,37,3,23,5,8,183,423,6893,99,339,2184,8,74,767,1280,48,74,208,334,224,271,606,47,223,107,99,2523,4271,269,322,73.2,5.7,7162541,2170334,6730426,2609592,620188,835775,0,0,0,2,58,1011,1,36,472,1,458,7654,4274,3380,243,160,83,4212,1501,2711,509,2863,4093,13,1,15369,1478,80,27,3,0,8,3,11,6,19,5,682
R20386,í∑ñÏåß,íÜêÏë∫,4850,2300,2550,4807,2289,2518,649,308,341,2583,1282,1301,1618,710,908,872,340,532,43,27,48,128,128,1584,1582,4823,860,259,458,245,146,11,7,7705,1836,210,11,35,34,2,1,3,35,1,3,8,18,12,7,19,4,9,6,11,71,128,1470,176,198,289,11,1,25,163,8,11,11,90,16,66,247,51,17,78,176,499,795,447,239,78.8,2.3,3899758,469280,3672429,708543,712888,264367,0,0,0,2,27,286,1,17,137,0,0,2816,1497,1319,53,35,18,1331,460,871,628,914,1273,19,1,4957,442,29,13,0,0,2,1,4,1,6,2,166
R20388,í∑ñÏåß,ã{ìcë∫,8821,4285,4536,8651,4225,4426,1339,696,643,4983,2518,2465,2477,1056,1421,1276,499,777,166,57,79,236,260,3122,3115,8694,1912,648,778,421,285,22,15,5450,1470,414,4,49,85,1,1,7,84,4,7,17,40,41,10,35,4,21,4,4,134,276,4188,90,171,2121,6,8,51,498,27,13,49,209,79,95,537,45,126,63,90,2292,1806,82,173,81.3,13.3,4104197,1231960,3907925,1143473,318591,357539,0,0,0,1,31,557,1,25,296,0,0,4524,2488,2036,126,79,47,2686,948,1738,328,1904,2251,12,1,9097,219,70,27,0,0,3,4,2,8,6,2,340
R20402,í∑ñÏåß,èºêÏí¨,13167,6331,6836,13072,6282,6790,1676,835,841,7258,3628,3630,4218,1859,2359,2329,943,1386,93,87,175,301,356,4355,4337,12873,2435,765,1195,606,403,46,23,7279,2532,610,6,98,94,1,1,13,136,5,16,15,53,53,19,60,5,29,6,6,192,412,5182,47,526,1923,17,20,165,768,50,39,41,257,133,210,698,59,137,92,47,2449,2686,778,289,83.5,7.4,6909581,1473980,6591140,1717554,811571,856375,2392,0,0,2,49,664,1,30,378,1,381,7481,4045,3436,170,116,54,3766,1295,2471,1696,2312,3420,9,1,13409,2853,104,47,0,1,4,5,12,6,18,3,321
R20403,í∑ñÏåß,çÇêXí¨,13080,6269,6811,12985,6241,6744,2069,1042,1027,7035,3498,3537,3970,1727,2243,2126,835,1291,91,94,169,336,345,4247,4238,12836,2397,749,1093,525,371,56,23,4536,1979,556,7,78,79,1,3,13,123,8,14,23,64,48,17,41,5,23,9,7,157,392,5729,39,409,1494,6,14,145,1333,65,213,76,438,236,158,784,62,124,133,39,1903,3787,757,299,86.5,14.7,6935405,1432787,6441530,1895799,751231,512159,0,0,0,2,51,837,1,29,458,0,0,7036,3793,3243,193,133,60,3730,1274,2456,1212,2094,3684,22,1,13191,1135,106,48,1,1,8,4,18,5,24,5,482
R20404,í∑ñÏåß,à¢ìÏí¨,4962,2371,2591,4912,2363,2549,482,263,219,2387,1250,1137,2093,858,1235,1333,490,843,50,26,84,118,135,1737,1708,4478,812,499,491,299,257,11,5,12307,1397,313,7,71,21,2,0,3,73,3,1,6,22,20,13,34,5,18,11,7,95,211,2045,50,216,379,6,0,26,293,14,1,11,68,51,132,586,60,54,88,50,605,1390,215,417,80.2,2.6,4102908,419155,3856996,834213,286095,383382,28815,0,0,5,44,190,2,24,95,1,250,2380,1302,1078,70,56,14,2019,744,1275,376,651,1344,38,1,4795,115,56,13,0,1,5,2,10,1,9,3,130
R20407,í∑ñÏåß,à¢íqë∫,6538,3118,3420,6426,3077,3349,870,461,409,3444,1718,1726,2224,939,1285,1298,468,830,112,36,120,151,199,2188,2179,6304,1094,514,555,320,275,21,11,21443,2229,467,7,64,58,3,0,10,98,3,5,6,80,33,16,39,7,31,7,7,122,338,3776,45,236,870,5,0,133,465,20,13,36,838,160,180,469,62,173,71,45,1106,2625,297,432,80.9,-0.6,5670912,753251,5111759,1052631,553997,334621,18279,0,0,5,49,355,1,19,201,1,328,3531,1883,1648,112,78,34,2009,689,1320,513,991,2005,7,1,6585,775,82,42,0,0,10,1,3,2,5,3,151
R20409,í∑ñÏåß,ïΩíJë∫,484,229,255,482,227,255,67,35,32,234,123,111,183,71,112,127,42,85,2,1,13,21,28,211,211,484,96,86,51,31,59,2,0,7737,246,54,3,6,2,1,0,1,9,0,0,1,13,6,1,3,1,3,4,3,8,43,272,24,24,8,1,0,4,47,0,0,2,44,53,12,12,4,6,31,24,32,216,10,41,76.6,2.7,1182808,94759,1080010,110503,59622,51036,0,0,0,1,11,24,0,0,0,0,0,213,124,89,4,3,1,200,67,133,23,38,145,1,0,435,20,6,11,0,0,1,0,0,0,0,0,0
R20410,í∑ñÏåß,ç™âHë∫,970,483,487,960,482,478,70,38,32,422,221,201,478,224,254,321,139,182,10,2,23,12,32,416,415,951,185,142,133,82,69,1,2,8997,454,74,2,7,9,0,0,3,20,0,2,1,7,5,2,6,1,6,3,2,16,56,452,18,39,127,0,0,14,96,0,2,2,24,29,25,37,4,11,24,18,166,268,74,92,71.1,1.6,2223527,90567,2061513,185590,72052,106512,0,0,0,1,9,22,1,10,15,0,0,519,281,238,11,8,3,370,156,214,113,135,271,24,1,956,75,17,7,0,0,2,0,1,0,0,1,13
R20411,í∑ñÏåß,â∫ûäë∫,3851,1870,1981,3813,1859,1954,579,298,281,2041,1024,1017,1231,548,683,732,293,439,38,24,52,104,100,1159,1157,3741,632,176,292,137,101,11,6,3812,1156,185,4,41,15,1,0,4,47,0,4,3,15,10,9,12,7,7,4,4,58,123,1330,34,170,465,2,0,9,219,0,15,5,78,61,19,162,32,25,28,34,641,655,295,183,71.5,-4.5,2929639,345711,2672315,819644,163974,429471,48400,0,0,1,16,203,1,14,150,0,0,2088,1158,930,64,44,20,1120,370,750,459,653,975,3,1,3805,218,36,8,0,0,2,1,1,1,1,1,112
R20412,í∑ñÏåß,îÑñÿë∫,575,270,305,571,267,304,63,37,26,253,121,132,259,112,147,167,67,100,4,2,10,44,38,270,269,566,127,108,82,64,60,1,1,4343,455,63,3,3,4,1,0,0,10,0,1,0,16,4,4,9,1,4,3,3,7,53,299,17,9,27,1,0,0,23,0,1,0,79,48,27,29,4,7,27,17,36,246,66,32,88.4,10.3,1539275,70499,1523090,148529,149100,97320,42713,0,0,1,11,31,1,9,17,0,0,330,171,159,3,3,0,179,59,120,101,39,190,8,0,565,32,9,5,0,0,1,1,0,1,0,1,9
R20413,í∑ñÏåß,ìVó¥ë∫,1365,634,731,1351,629,722,79,33,46,480,267,213,806,334,472,543,199,344,14,4,46,34,56,651,644,1246,330,268,253,154,188,5,2,10944,705,111,3,28,3,3,0,1,21,1,0,2,12,9,4,11,4,4,4,3,32,76,640,33,117,9,31,0,5,44,6,0,12,39,22,42,198,8,8,53,33,139,468,41,105,73.6,-3.1,2159713,221551,2107155,324982,313387,125206,15738,0,0,2,10,21,2,10,18,0,0,613,354,259,15,14,1,657,232,425,115,165,332,1,1,1359,236,21,6,0,0,2,0,1,0,0,1,17
R20414,í∑ñÏåß,ë◊ïåë∫,1702,786,916,1671,772,899,177,73,104,845,434,411,680,279,401,448,158,290,31,12,38,70,79,639,627,1622,319,184,178,105,121,4,0,6459,730,101,2,16,8,0,0,3,23,1,1,1,8,4,4,9,2,11,6,3,25,73,660,7,63,107,0,0,112,74,2,2,1,25,7,22,136,6,28,60,11,174,475,72,160,74,7.8,2478938,186180,2256490,430886,419367,148417,17966,0,0,1,10,79,1,11,45,0,0,930,503,427,27,15,12,568,195,373,187,265,478,1,0,1729,524,21,7,0,0,2,1,1,1,0,1,52
R20415,í∑ñÏåß,ã™ñÿë∫,6310,3060,3250,6242,3037,3205,881,453,428,3343,1715,1628,2083,890,1193,1111,416,695,68,45,114,132,165,2029,2018,6140,1134,340,606,293,203,18,8,6661,1267,332,5,71,42,1,1,4,63,1,7,8,34,21,13,38,3,16,4,5,113,214,2316,54,255,560,4,8,42,279,10,15,22,169,82,268,419,34,43,52,54,815,1447,316,336,84.2,8.8,4170406,541824,4031341,873415,606523,565618,0,0,0,2,30,365,1,17,194,0,0,3433,1881,1552,73,46,27,1917,677,1240,612,1027,1792,1,1,6510,316,46,19,0,0,3,2,2,2,4,3,210
R20416,í∑ñÏåß,ñLãuë∫,6592,3222,3370,6504,3188,3316,944,512,432,3554,1790,1764,2094,920,1174,1197,478,719,88,50,76,166,171,2054,2049,6484,1175,296,587,278,183,25,13,7679,1445,263,8,57,36,2,1,4,44,4,6,8,14,16,11,24,4,20,4,8,93,162,2080,50,228,662,5,1,49,284,23,25,24,54,30,84,342,63,92,64,50,890,1140,433,276,75.9,7,6146120,627262,5321824,1073180,761200,319757,7376,0,0,2,33,396,1,21,206,0,0,3765,2067,1698,94,62,32,1788,581,1207,809,1208,1732,8,1,6762,78,31,11,1,0,2,3,2,3,2,3,261
R20417,í∑ñÏåß,ëÂé≠ë∫,1023,503,520,1018,502,516,91,43,48,412,223,189,520,237,283,335,145,190,5,6,29,22,36,475,474,1012,261,162,182,122,104,6,4,24828,2461,98,3,8,9,1,0,1,20,0,0,5,25,4,4,8,2,4,3,3,18,77,476,20,78,61,2,0,1,79,0,0,9,81,4,32,50,5,6,38,20,149,307,87,92,70.3,1.9,2459354,185154,2013720,304913,185680,164774,0,0,0,1,9,38,1,11,18,0,0,469,268,201,31,24,7,427,165,262,152,85,231,3,0,1041,488,17,8,0,0,3,0,2,0,0,1,25
R20422,í∑ñÏåß,è„èºí¨,4670,2279,2391,4613,2267,2346,442,240,202,2387,1283,1104,1838,753,1085,1096,394,702,57,15,80,130,169,1864,1852,4432,994,557,600,299,320,22,6,16842,1625,362,9,50,41,2,0,5,88,3,20,10,51,23,9,23,5,17,5,9,92,261,2604,137,231,560,105,0,74,366,20,27,22,270,90,61,347,23,184,84,137,794,1673,118,96,84.3,5.6,3915789,589731,3830371,823819,529312,288424,528,0,0,1,15,170,1,14,104,0,0,2303,1323,980,82,55,27,1838,656,1182,173,710,1418,30,0,4578,1349,72,26,0,0,4,1,2,1,4,1,97
R20423,í∑ñÏåß,ìÏñÿë]í¨,4313,2055,2258,4286,2048,2238,466,237,229,2089,1086,1003,1753,729,1024,1023,380,643,27,14,90,109,119,1713,1711,4223,925,489,564,317,284,9,2,21593,2304,362,7,54,65,2,1,8,87,2,6,9,53,12,9,22,5,14,5,7,120,235,2147,96,206,610,8,1,64,272,12,10,12,311,23,106,242,34,56,84,96,816,1235,179,211,84.9,6.9,4074118,606304,3926564,767896,419725,329640,124853,0,0,1,19,209,1,13,93,1,197,2266,1274,992,43,28,15,1531,512,1019,210,796,1252,8,0,4208,854,74,26,0,0,2,1,1,1,3,3,105
R20425,í∑ñÏåß,ñÿëcë∫,2926,1355,1571,2899,1348,1551,316,145,171,1437,726,711,1162,478,684,673,253,420,27,21,46,49,51,1045,1044,2857,597,216,364,191,150,9,4,14050,1468,247,6,39,43,1,1,10,48,0,5,2,36,15,11,10,4,12,4,6,82,159,1250,51,241,176,8,1,116,159,0,9,3,122,26,78,121,32,50,57,51,417,782,61,137,83.1,5.9,2824732,655566,2720442,510080,344558,208372,5465,0,0,1,13,137,1,10,66,0,0,1482,827,655,38,32,6,1075,344,731,118,469,882,6,0,2954,343,41,18,0,0,2,1,1,2,3,1,74
R20429,í∑ñÏåß,â§ëÍë∫,839,387,452,827,386,441,57,26,31,455,228,227,327,133,194,199,67,132,12,2,11,31,42,398,397,837,178,168,112,57,79,1,1,31082,3516,91,7,6,5,3,0,2,16,0,1,1,27,5,3,5,2,3,4,7,12,72,498,50,15,55,8,0,14,35,0,6,1,93,10,21,50,18,56,58,50,78,370,12,44,78.7,5.5,2291618,246834,2214435,212473,194121,153362,81199,0,0,1,7,20,1,10,18,0,0,440,242,198,10,9,1,332,110,222,49,67,323,8,0,776,43,15,4,0,0,1,0,1,1,4,1,6
R20430,í∑ñÏåß,ëÂåKë∫,3825,1858,1967,3781,1838,1943,386,198,188,1900,996,904,1539,664,875,897,359,538,44,23,70,57,115,1522,1520,3811,832,419,527,310,208,15,3,23447,3118,248,9,39,36,3,0,5,51,2,3,5,29,21,6,16,5,11,6,9,76,163,2038,140,191,814,9,0,24,243,4,5,8,123,36,28,196,29,112,74,140,1007,891,126,133,84,9.2,3736562,599596,3646844,659848,751050,221998,2024,0,0,1,13,123,1,13,97,0,0,1898,1098,800,37,29,8,1501,531,970,152,855,882,15,0,3859,513,42,18,0,0,2,1,2,1,3,1,69
R20432,í∑ñÏåß,ñÿë]í¨,11826,5735,6091,11689,5692,5997,1205,612,593,5993,3152,2841,4586,1942,2644,2570,980,1590,133,47,197,316,405,4942,4927,11555,2605,1587,1510,810,765,25,8,47603,5731,955,15,119,62,6,8,21,192,11,12,35,196,74,34,63,11,68,25,17,182,756,6793,143,543,699,47,70,264,1005,86,31,142,796,420,390,954,241,507,424,151,1265,5377,307,508,80.1,4.9,11773599,1685826,11332505,2108498,979364,1652175,36938,1,31,4,62,452,3,39,245,1,453,6107,3426,2681,181,136,45,4260,1516,2744,496,1352,4215,48,0,11543,1688,162,85,1,1,8,8,30,8,27,4,224
R20446,í∑ñÏåß,ñÉê—ë∫,2788,1299,1489,2772,1294,1478,248,130,118,1330,678,652,1210,491,719,764,272,492,16,8,72,89,98,1001,998,2655,550,234,348,186,166,5,1,3438,1010,151,0,25,13,1,0,2,29,1,3,1,13,14,14,15,3,11,6,0,38,113,1039,0,88,174,3,0,18,125,8,12,2,75,51,68,242,37,67,69,0,262,777,216,258,79.5,5.8,2890691,254769,2806897,504124,504959,175220,21967,0,0,1,15,91,1,11,68,0,0,1401,783,618,30,22,8,1109,364,745,306,298,796,26,0,2816,382,27,8,0,0,2,2,1,2,4,1,55
R20448,í∑ñÏåß,ê∂ç‚ë∫,1843,888,955,1830,886,944,190,93,97,914,478,436,739,317,422,446,164,282,13,6,29,36,79,698,697,1835,371,181,243,120,118,5,2,3905,739,111,0,33,10,0,0,3,18,0,1,1,6,9,2,11,5,7,4,0,44,67,556,0,127,60,0,0,9,118,0,5,1,31,15,33,78,21,22,34,0,189,367,106,168,76.3,7.8,2193915,163310,2133550,545178,140670,140637,11275,0,0,1,12,70,1,11,34,0,0,902,514,388,23,17,6,728,264,464,145,255,501,11,0,1840,346,15,2,0,0,1,1,1,1,0,1,37
R20450,í∑ñÏåß,éRå`ë∫,8395,4134,4261,8321,4101,4220,1268,658,610,4868,2480,2388,2254,995,1259,1050,410,640,72,61,108,245,255,2725,2720,8256,1697,413,673,292,193,31,7,2498,1212,322,3,51,35,3,2,17,72,1,8,4,40,25,7,22,3,24,5,3,86,233,3079,17,191,332,10,57,606,915,4,26,17,257,110,21,329,51,67,69,17,523,2539,383,199,81.4,4.9,3557706,1009005,3403269,1137441,397939,301117,0,0,0,1,29,486,0,0,0,0,0,4700,2604,2096,138,88,50,2197,739,1458,864,1264,2535,7,1,8773,31,58,33,3,0,5,2,6,3,8,2,296
R20451,í∑ñÏåß,í©ì˙ë∫,4462,2172,2290,4434,2165,2269,508,243,265,2611,1341,1270,1343,588,755,740,296,444,28,34,59,122,130,1412,1409,4417,815,195,369,150,99,11,10,7062,926,157,2,22,30,2,0,8,24,0,2,5,12,7,13,17,2,6,5,2,52,103,1302,23,47,361,61,0,190,130,0,3,55,32,7,98,196,47,18,34,23,408,871,215,198,73.5,7.1,4705480,652463,4488495,605019,395184,271110,1015,0,0,1,17,227,1,36,469,0,0,2536,1380,1156,64,39,25,1322,492,830,541,647,1270,6,1,4622,66,11,8,0,0,1,2,2,3,0,1,102
