code,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R37364,çÅêÏåß,íºìáí¨,3139,1621,1518,3123,1614,1509,313,160,153,1750,980,770,1073,479,594,536,200,336,16,22,35,165,144,1519,1513,3073,779,646,393,257,217,21,1,1422,450,238,1,28,6,4,0,11,35,1,10,1,59,13,9,5,4,23,10,19,34,185,2350,10,231,573,5,0,242,184,8,22,2,376,22,145,121,40,171,85,123,804,1423,0,41,87.5,2.7,4328674,822486,4163633,445295,291618,311661,0,0,0,1,14,127,1,11,52,0,0,1654,1027,627,40,27,13,1114,395,719,92,585,929,1,0,3115,75,29,28,0,0,2,1,2,1,2,1,59
R37386,çÅêÏåß,âFëΩí√í¨,18952,9234,9718,18516,9026,9490,3069,1549,1520,11986,5972,6014,3627,1552,2075,1721,650,1071,362,197,151,1061,1176,8465,8451,18581,4573,3397,1204,683,758,111,34,810,721,842,0,68,49,4,5,51,222,5,71,28,119,86,32,56,5,36,5,0,117,725,11125,0,562,2063,18,46,1491,1947,47,222,189,1170,708,468,1520,27,536,111,0,2625,8500,59,97,88,4.6,7782016,3120834,7167825,2308680,586626,975862,1501,3,373,2,64,1060,1,37,495,0,0,8851,5003,3848,363,211,152,5337,1737,3600,106,2771,5716,0,0,18464,524,176,96,5,1,9,7,20,15,35,3,300
R37387,çÅêÏåß,àªêÏí¨,23610,11421,12189,23462,11347,12115,2777,1443,1334,13014,6528,6486,7808,3442,4366,3986,1551,2435,146,134,331,570,634,8548,8531,22981,5345,1737,2539,1415,1007,70,38,10975,5821,1020,21,119,100,3,3,30,300,10,29,20,94,87,34,67,11,78,13,22,219,779,10701,215,761,2285,34,20,685,2409,74,208,138,687,461,364,1695,100,384,180,216,3046,7439,1266,674,84.8,-1,10464656,3083884,9568339,3324141,854528,1114649,29468,2,12,5,93,1112,2,54,579,1,339,11255,6267,4988,400,263,137,8762,3232,5530,1117,2686,7256,10,2,24458,2173,247,76,2,2,18,7,53,11,59,6,782
R37403,çÅêÏåß,ã’ïΩí¨,9186,4227,4959,9146,4200,4946,926,489,437,4675,2302,2373,3564,1431,2133,1940,688,1252,33,45,175,230,289,3708,3699,8867,2037,1143,1082,592,698,28,13,847,644,758,4,50,42,3,1,8,260,10,69,18,86,61,30,54,4,52,6,4,92,662,4585,33,222,425,19,14,99,976,111,113,57,860,181,222,715,110,243,185,33,647,3905,125,142,86.6,6.8,4740692,985619,4432266,1332250,236336,515546,8398,2,76,3,40,359,1,24,179,1,608,4419,2329,2090,151,101,50,3567,1247,2320,269,990,3107,3,1,9376,1700,232,66,1,2,10,5,17,6,21,3,173
R37404,çÅêÏåß,ëΩìxí√í¨,23366,11699,11667,22806,11221,11585,2908,1512,1396,13138,6935,6203,7132,3092,4040,3524,1362,2162,506,143,315,660,768,9551,9536,22793,5466,3018,2465,1384,1123,100,35,2439,1892,864,7,79,120,3,3,19,216,11,14,31,107,71,33,56,9,66,13,13,199,652,9821,92,518,4149,33,9,474,1441,136,29,139,545,203,407,862,75,459,222,120,4667,5034,286,309,88.5,9.1,9807954,3069659,9398806,2887090,1756975,1214392,0,4,175,4,89,1181,1,40,540,1,662,10881,6386,4495,452,293,159,8311,2977,5334,488,3682,6354,6,1,23647,3401,157,81,1,3,15,7,29,13,33,5,605
R37406,çÅêÏåß,Ç‹ÇÒÇÃÇ§í¨,18377,8749,9628,18252,8722,9530,2237,1172,1065,9612,4810,4802,6519,2763,3756,3685,1348,2337,113,93,290,301,406,6445,6435,17910,3626,1370,1871,992,877,49,22,19445,6211,848,19,152,72,2,6,13,195,4,16,32,67,73,34,66,13,68,16,19,224,605,6281,204,738,1579,8,17,179,982,23,44,79,308,343,261,1047,117,169,183,204,2317,3760,1379,762,86.7,7,11518416,2000020,11191911,3022188,675510,1250924,100837,2,141,6,90,993,1,35,439,0,0,8837,4889,3948,355,240,115,6567,2263,4304,1134,2501,5064,7,1,19004,5745,152,57,1,1,14,7,18,8,27,5,552
R38201,à§ïQåß,èºéRés,514865,241656,273209,502860,236090,266770,64925,33250,31675,303024,145012,158012,128658,53350,75308,61781,22628,39153,2296,4000,5530,14452,14833,230509,230058,501769,123806,89157,45805,25053,26681,2307,904,42940,24032,22108,59,1894,1011,23,310,497,5579,506,1661,988,2886,2142,845,1841,146,1586,130,62,2906,19140,236639,524,13561,17779,1023,5634,10836,45813,8407,5910,5626,24508,11279,14581,39173,2641,20576,8757,530,31345,204764,3342,2100,88.4,7.4,191556513,68865374,187055981,90192580,19218917,17567209,93307,41,6090,60,1517,27312,32,916,13065,16,14660,234503,126069,108434,11745,7211,4534,174514,59708,114806,6957,40668,169242,41,5,515002,14396,3775,2295,87,38,484,258,1623,385,1260,72,6597
R38202,à§ïQåß,ç°é°és,158114,74336,83778,155995,73096,82899,18816,9657,9159,86057,42303,43754,52636,22061,30575,25899,9648,16251,1946,1011,2234,3131,3623,67105,66974,154418,39513,20966,18577,10512,10155,587,280,41914,19547,8961,53,816,1014,17,43,398,2308,132,291,296,1080,733,327,627,90,609,92,60,1858,7043,74129,513,5474,14818,321,436,5801,14281,1602,1099,1488,5651,2406,3097,10937,770,3304,1922,561,20453,53115,2663,2178,92.1,12.8,87897272,22429545,83135385,24511041,8302497,10445685,412024,10,1367,26,512,7666,16,322,3762,9,3845,72296,40261,32035,4119,2782,1337,60657,20501,40156,4132,22476,43800,23,4,162201,5336,1690,918,21,29,114,87,318,113,285,34,2600
R38203,à§ïQåß,âFòaìáés,77465,36006,41459,77052,35912,41140,8483,4394,4089,40680,20022,20658,28072,11440,16632,14887,5272,9615,328,389,1278,1669,2293,32732,32651,75256,17656,10691,8689,4714,5705,256,101,46819,13597,4769,36,371,279,8,15,94,1321,78,272,121,618,463,189,409,54,331,51,95,650,4024,32913,452,2061,2332,220,75,1258,7555,824,615,455,2889,1302,1475,6558,852,2118,1456,868,4393,27652,2123,947,84.5,4.9,43804015,7864143,42610409,14771136,3225136,5389732,191172,11,354,30,323,3333,6,143,1415,5,1673,36672,19499,17173,1746,1191,555,29588,10401,19187,6593,5142,23387,33,2,77606,12547,956,496,7,6,78,42,209,54,153,24,1689
R38204,à§ïQåß,î™î¶ïlés,34951,16282,18669,34795,16235,18560,3558,1838,1720,18209,9033,9176,13058,5339,7719,7033,2520,4513,105,173,528,700,1057,14995,14957,33686,8618,4801,4348,2466,2702,89,40,13265,6224,2286,22,161,135,4,11,44,627,33,283,52,238,197,102,179,26,136,28,30,296,1960,15845,186,953,2082,67,48,870,3068,289,506,268,1207,754,771,3101,416,629,579,237,3035,12573,1562,260,94.7,11.1,20529962,3542081,20226066,6060618,3082910,1645812,109118,5,173,12,154,1421,5,89,781,3,1148,17057,9236,7821,582,402,180,13483,4657,8826,3570,3139,10136,20,2,34194,2331,438,190,2,4,42,19,92,23,87,12,637
R38205,à§ïQåß,êVãèïlés,119903,57551,62352,118781,57036,61745,15812,8159,7653,66679,33691,32988,36715,15228,21487,18294,6636,11658,750,867,1560,2678,3116,50653,50536,116591,30693,15870,12983,7470,7384,508,189,23450,6356,5551,19,602,397,9,43,129,1410,98,208,247,687,537,215,498,39,372,39,19,1001,4531,56196,168,4593,9933,408,348,3318,9931,1219,663,2190,4053,2140,1741,9328,534,4375,1115,168,14665,41363,506,1009,80.1,3.3,51023984,19170546,49684628,20014291,5300629,4610853,32165,9,1178,16,382,6329,12,246,3150,5,2978,54878,31009,23869,2203,1463,740,43888,15208,28680,720,16960,34206,16,2,121040,12305,1009,610,18,10,93,53,267,89,235,28,2659
R38206,à§ïQåß,êºèés,108174,51807,56367,106836,51069,55767,13857,7067,6790,60473,30374,30099,32793,13799,18994,17211,6398,10813,837,756,1422,2456,2861,44595,44510,105468,27121,13184,11416,6683,6112,446,159,51002,15524,5100,74,614,476,14,22,110,1228,65,197,182,585,469,205,393,50,362,46,82,1090,3928,45862,597,3855,9937,231,74,2220,8563,760,706,829,3427,1771,1831,6945,889,1850,1312,662,13792,31408,2616,1263,87.8,7.2,51247148,15801415,49134436,17346021,6776146,5448904,155535,14,795,26,455,5756,10,239,2690,5,2189,51081,28834,22247,2338,1568,770,38967,13318,25649,3811,16186,29752,29,4,110891,22271,964,486,16,9,89,55,195,64,184,30,2813
R38207,à§ïQåß,ëÂèFés,44086,21013,23073,43818,20910,22908,5370,2810,2560,23586,11731,11855,14715,6229,8486,8171,3073,5098,114,283,672,989,1454,18057,18011,42563,10525,5445,4883,2739,2859,160,81,43222,11701,2725,30,232,168,6,7,65,739,35,131,72,316,266,150,244,46,167,50,31,400,2294,20352,556,1458,2507,87,42,970,4037,342,290,540,1572,888,1067,3880,536,926,648,562,3965,15825,1453,1573,89.7,8.5,25920397,4528387,23849026,7891946,2535684,3024629,187721,8,295,12,179,2168,10,138,1116,6,1344,20892,11292,9600,752,521,231,16334,5984,10350,2431,4473,13225,43,4,44379,9163,570,253,5,5,62,26,108,31,80,18,1136
R38210,à§ïQåß,à…ó\és,36827,17083,19744,36611,17026,19585,4609,2420,2189,20602,9866,10736,11556,4774,6782,6003,2164,3839,182,219,489,1105,1023,14003,13980,36048,8906,3258,4010,2146,1823,114,47,19444,7937,1601,13,186,147,4,2,43,450,14,70,44,114,146,69,133,22,125,18,14,333,1254,13424,80,1075,2899,50,5,744,2930,173,130,179,645,475,549,2046,247,759,435,83,3974,9367,1591,756,89.6,7.6,18212347,3867838,17256551,5890159,1576946,1947675,103628,5,308,9,151,1941,4,81,924,1,601,18310,9744,8566,726,497,229,12843,4260,8583,2641,4566,10613,7,1,37560,2618,336,94,5,1,31,15,51,21,48,10,583
R38213,à§ïQåß,élçëíÜâõés,87413,42596,44817,86623,42281,44342,10741,5517,5224,49719,25415,24304,26123,11134,14989,13426,5043,8383,473,571,1150,1600,2131,34999,34900,85334,21070,9802,9044,4874,4161,367,149,42124,9079,4531,24,391,624,12,15,128,1139,79,299,130,420,401,170,305,40,313,40,25,1015,3491,45281,205,2911,14063,168,131,3723,7028,829,677,618,3022,1275,1343,5652,460,2334,839,208,16974,28099,1221,1373,87.1,9,40290110,15224260,37895857,13902216,4338108,4834781,28741,7,269,19,343,4405,7,179,2216,3,1731,42091,23657,18434,1833,1285,548,30490,10870,19620,1646,15739,22438,23,4,88826,7698,792,322,12,9,55,35,150,48,152,24,1812
R38214,à§ïQåß,êºó\és,38919,18167,20752,38673,18108,20565,4199,2206,1993,18830,9407,9423,15867,6542,9325,9266,3401,5865,239,196,774,733,1080,16365,16301,37407,9631,4849,5215,3166,3123,114,48,51434,12886,2323,42,249,190,8,7,70,600,17,86,59,202,205,123,215,43,156,34,59,439,1825,15323,335,1328,2152,45,23,753,3053,151,171,312,746,548,995,3041,335,501,698,471,3480,11372,2291,1241,90.4,8.5,28099646,3189101,27008730,7799285,2116515,3012491,256756,4,130,12,167,1673,5,94,895,3,548,18072,9716,8356,696,495,201,15881,5707,10174,3802,3159,11000,44,9,39103,16903,494,154,2,3,41,19,57,23,54,16,959
R38215,à§ïQåß,ìåâ∑és,34613,16622,17991,34365,16481,17884,4393,2195,2198,20446,10205,10241,9526,4070,5456,4878,1848,3030,143,209,403,1392,1144,13978,13932,32790,8172,4509,3324,1848,1623,102,53,21130,5012,1258,13,115,111,6,8,57,335,16,44,29,121,118,69,103,12,89,12,13,226,1019,19090,247,479,2994,50,196,1876,2606,130,133,88,893,610,3867,3829,181,436,475,247,3473,15370,1039,519,93.4,11.5,15390639,4031330,14515881,5305107,1113620,1639600,138836,5,294,7,131,1790,2,69,909,1,825,16192,8783,7409,626,425,201,12768,4863,7905,1349,2882,11561,2,2,33608,2296,244,93,5,4,29,13,511,37,153,5,532
R38356,à§ïQåß,è„ìáí¨,7135,3677,3458,6818,3385,3433,548,263,285,3554,2095,1459,3026,1313,1713,1587,597,990,285,15,137,271,285,3386,3380,6601,1783,1380,1127,737,705,12,9,3038,1549,373,2,41,45,3,2,19,75,1,2,8,32,25,22,31,11,37,14,5,86,282,2495,10,227,668,12,5,101,252,13,2,23,185,54,266,297,68,128,148,46,895,1554,117,233,93.7,10.6,6598543,595657,6471469,1160906,867375,354749,49394,0,0,5,33,201,4,24,114,1,75,2899,1780,1119,64,42,22,3613,1583,2030,257,1030,1604,5,0,7115,276,67,18,0,0,5,4,4,3,3,3,112
R38386,à§ïQåß,ãvñúçÇå¥í¨,8447,3957,4490,8413,3949,4464,728,372,356,3712,1930,1782,3984,1643,2341,2689,1034,1655,32,42,190,216,270,4052,4039,8120,2273,1519,1334,893,1042,20,8,58369,6519,590,25,55,40,5,1,10,151,6,6,10,63,50,38,45,21,46,17,25,96,469,3575,213,392,290,24,1,64,544,37,9,107,256,204,228,710,99,129,251,213,699,2663,641,642,87.3,11.1,10468607,861422,9679277,1804378,686303,1268782,154775,9,74,9,63,257,2,33,185,1,123,3959,2187,1772,94,70,24,3630,1311,2319,1179,578,2177,32,1,8585,3120,120,32,0,1,11,4,14,5,12,1,84
R38401,à§ïQåß,èºëOí¨,30064,14139,15925,29956,14107,15849,4007,2049,1958,17301,8382,8919,8703,3672,5031,4291,1605,2686,85,182,360,1213,1032,11525,11511,29529,7589,2697,3228,1717,1295,120,44,2041,2041,1212,7,146,115,4,5,33,361,11,41,34,88,113,56,102,10,78,8,7,261,944,14577,212,1042,4157,25,22,793,3196,109,124,116,1306,571,520,1449,121,581,233,212,5199,9166,579,229,89.5,9.1,10505195,4498745,10175889,4194784,933388,896487,0,3,245,3,93,1708,3,67,777,1,873,13948,7672,6276,671,422,249,11081,3802,7279,781,3663,9235,4,1,30851,4565,309,78,6,1,25,16,33,19,33,7,476
R38402,à§ïQåß,ìuïîí¨,21239,9995,11244,21173,9970,11203,2671,1373,1298,12161,5846,6315,6323,2743,3580,3046,1194,1852,39,139,268,632,669,8356,8336,20663,5299,2207,2296,1260,955,75,23,10159,2998,894,6,90,144,3,5,16,222,8,34,32,66,73,47,69,11,59,9,6,234,654,8209,41,556,1456,17,56,545,1864,69,126,632,462,251,480,1130,89,235,200,41,2012,6156,456,291,87.9,1.5,9847832,2040672,9154779,2758514,681708,1992658,7760,3,170,4,80,1142,1,47,565,1,118,10489,5678,4811,475,315,160,7339,2507,4832,953,2317,6930,4,1,21379,1509,166,47,3,1,18,8,32,10,26,3,281
R38422,à§ïQåß,ì‡éqí¨,16742,7913,8829,16694,7901,8793,1904,990,914,8422,4268,4154,6352,2631,3721,3746,1368,2378,25,92,268,385,429,6475,6453,16259,3871,1598,2010,1164,1055,36,29,29943,6876,982,20,98,98,4,2,24,277,8,28,14,105,87,44,71,13,71,17,20,197,765,6418,262,637,1194,4,10,202,1065,83,36,49,370,239,377,1218,130,301,233,262,1839,4317,1066,744,80,4,11327207,1449809,11014432,2906799,846056,1283662,176876,4,100,7,86,742,4,54,425,2,412,8371,4518,3853,259,196,63,6082,2151,3931,1726,1938,4513,46,1,16954,4756,227,75,2,1,14,9,19,9,21,5,328
R38442,à§ïQåß,à…ï˚í¨,9626,4597,5029,9572,4584,4988,839,424,415,4637,2479,2158,4150,1694,2456,2459,887,1572,53,43,201,197,288,4488,4477,9414,2488,1610,1481,871,977,28,13,9398,4646,545,17,77,31,7,2,15,132,3,12,5,64,29,24,52,13,43,15,21,108,416,4275,96,899,332,423,26,88,434,24,24,62,248,100,188,448,108,551,193,127,1231,2917,746,206,84.8,5.5,10833751,2881772,10321753,1762992,1023438,1140760,130278,0,0,6,50,310,3,32,160,1,112,4753,2718,2035,167,132,35,3867,1323,2544,1556,834,2359,7,1,9701,2374,114,20,0,0,12,4,7,4,1,7,203
R38484,à§ïQåß,èºñÏí¨,4072,1887,2185,4002,1882,2120,354,177,177,1984,987,997,1726,720,1006,999,376,623,53,17,96,107,126,1675,1653,3731,911,515,532,311,315,7,6,9845,1615,186,5,30,9,0,0,4,44,1,1,2,12,20,10,21,4,17,6,5,39,142,1244,54,118,145,0,0,28,188,9,1,10,46,54,86,378,20,43,64,54,263,927,344,179,85.3,4.5,3459731,285423,3389087,733860,395435,405119,0,0,0,2,20,133,1,12,92,0,0,1839,987,852,57,47,10,1793,662,1131,291,335,1165,14,0,4112,2010,38,6,0,0,6,2,3,2,4,2,85
R38488,à§ïQåß,ãSñkí¨,10705,4927,5778,10641,4923,5718,1159,592,567,5027,2479,2548,4516,1856,2660,2653,973,1680,60,51,251,265,328,4614,4590,10195,2695,1452,1493,911,944,27,17,24188,3586,542,7,72,39,1,3,11,149,5,8,8,41,60,18,56,9,43,12,7,111,424,3810,112,414,479,9,10,71,743,36,29,22,161,149,196,974,54,156,195,112,893,2805,774,445,86.3,7,7250314,900596,6990982,1817443,458716,584548,68066,0,0,6,61,413,2,29,230,1,282,4886,2597,2289,171,129,42,4456,1593,2863,801,959,3004,7,0,10661,4350,130,32,1,2,13,5,21,7,12,7,264
R38506,à§ïQåß,à§ìÏí¨,21902,10169,11733,21830,10145,11685,2137,1096,1041,11008,5424,5584,8687,3603,5084,4580,1682,2898,51,75,396,407,619,9410,9380,21191,5427,2833,2941,1681,1740,46,29,23899,5602,1373,12,110,80,3,4,31,347,15,67,26,176,155,76,102,36,88,18,39,190,1144,7987,66,688,739,20,23,255,1440,97,121,126,581,354,440,1541,230,466,228,638,1427,5922,567,367,91.2,6.1,17822751,1794261,16922051,3745493,827407,1365061,9396,1,37,13,110,773,5,72,471,1,405,9553,5180,4373,478,339,139,9631,3493,6138,1998,1365,6114,36,0,22136,6336,288,132,2,3,23,11,31,14,29,10,539
R39201,çÇímåß,çÇímés,337190,157002,180188,334124,155537,178587,42364,21515,20849,197306,94817,102489,91788,37320,54468,44884,15689,29195,1147,2405,3825,8614,9367,153594,153246,326697,81551,61584,30935,16036,22340,1520,633,30900,13619,17390,38,1298,808,25,168,305,4645,384,1122,784,2635,1720,689,1499,89,1076,95,42,2112,15236,162997,536,10609,9405,1132,2712,5592,35547,4952,4760,4320,17179,7950,8480,31244,1137,10859,6463,586,20084,142327,1516,931,96.3,14.7,159935493,45187306,156930740,72651176,17746577,17725296,189532,17,1617,41,1070,16670,26,785,9461,18,11718,142559,73464,69095,7167,4420,2747,101863,35977,65886,4176,21559,108937,41,8,332387,25061,3181,2174,57,56,266,197,1257,298,996,92,9336
R39202,çÇímåß,é∫åÀés,13524,6392,7132,13453,6333,7120,1024,530,494,6362,3251,3111,6129,2606,3523,3075,1188,1887,65,54,271,236,411,6512,6501,13052,3442,2506,2095,1245,1528,28,21,24822,3465,867,4,74,52,2,4,17,265,9,25,9,139,79,27,62,18,54,16,13,128,726,4839,71,305,540,14,26,74,996,80,36,41,475,219,279,896,125,208,264,228,878,3733,367,194,91.5,12.5,14063111,1141309,13481640,4057150,834109,770405,83423,0,0,7,69,410,5,57,191,1,141,5541,3021,2520,415,295,120,6430,2486,3944,1108,962,3444,3,1,13608,2406,231,97,1,2,9,6,12,7,11,7,249
R39203,çÇímåß,à¿å|és,17577,8334,9243,17506,8310,9196,1811,915,896,9127,4600,4527,6574,2781,3793,3434,1293,2141,42,84,297,458,561,7604,7590,17056,4176,2615,2168,1093,1493,41,25,31721,3681,1011,17,93,70,4,6,23,277,14,27,20,146,89,46,71,21,64,23,17,163,831,7015,147,510,492,56,9,350,1446,115,82,113,572,254,377,1384,365,321,422,147,1002,5866,795,210,88,7.6,13086012,1805847,12785911,4381075,1415674,682140,98439,1,16,12,101,730,6,59,420,2,385,8638,4485,4153,423,291,132,6097,2328,3769,2328,1135,4899,19,1,17798,7680,231,123,2,2,16,9,60,11,44,7,320
R39204,çÇímåß,ìÏçëés,47982,22724,25258,47693,22589,25104,6061,3110,2951,27501,13623,13878,14107,5820,8287,7186,2573,4613,189,376,581,1768,1953,19481,19431,45577,11184,6349,4595,2367,2534,177,85,12530,6439,2046,22,167,230,1,20,79,551,21,86,52,215,158,77,185,28,126,24,24,399,1623,24721,306,1170,4336,28,231,2354,4172,439,365,442,1782,608,2007,4855,309,661,593,310,5565,18846,1200,679,92.4,7.4,21358505,6019221,20544532,9196831,1407143,2471571,69415,2,181,14,211,2350,6,123,1079,4,1929,22077,11390,10687,1088,723,365,16866,6518,10348,2677,3819,15088,18,1,47540,8173,421,181,5,9,33,18,437,34,162,15,1398
R39205,çÇímåß,ìyç≤és,27038,13091,13947,26721,12846,13875,3048,1604,1444,14625,7528,7097,9347,3945,5402,4683,1744,2939,309,156,399,646,746,10255,10220,25923,5997,2680,2970,1394,1559,95,39,9150,4351,1173,9,84,100,1,2,31,347,16,35,21,153,98,46,103,17,85,15,19,184,970,11166,141,514,1482,10,6,402,3193,187,206,57,752,315,631,2120,226,382,376,307,1996,8863,712,410,88.4,11.9,17456929,2673022,16920151,5718746,2104685,2775472,0,1,62,10,135,1213,3,62,467,2,281,12323,6525,5798,905,644,261,10512,4185,6327,2425,2321,7540,3,3,27476,6732,273,125,6,3,17,12,55,15,58,12,850
R39206,çÇímåß,ê{çËés,22606,11025,11581,22198,10737,11461,2280,1175,1105,12096,6400,5696,8184,3416,4768,4355,1582,2773,389,93,334,645,867,9121,9090,21110,5006,2933,2621,1333,1488,59,30,13534,3338,1260,7,100,84,2,7,36,397,18,27,26,192,111,37,89,28,70,20,14,186,1060,10443,87,608,1210,42,49,552,2081,172,126,156,900,394,670,1900,359,434,496,202,1910,8331,585,509,90.7,17.3,15191500,2745226,14818494,4701589,886806,1173856,48673,1,17,8,109,878,6,85,549,3,1336,10186,5615,4571,451,320,131,8733,3420,5313,1982,1816,6020,7,1,22556,2662,309,142,1,3,12,10,44,13,44,9,586
R39208,çÇímåß,èhñ—és,20907,9714,11193,20833,9687,11146,2396,1186,1210,11215,5518,5697,7265,2993,4272,3880,1395,2485,59,125,317,488,669,8925,8887,20007,5194,2840,2437,1332,1467,61,43,28620,4817,1466,11,118,116,3,5,42,376,19,59,29,240,158,52,105,12,86,21,25,234,1207,9434,166,680,1206,19,57,398,1763,174,157,137,991,369,391,2119,119,281,282,291,1886,7257,468,287,92.9,13.3,11990564,2146265,11755715,4442308,991762,1056959,98094,1,74,9,105,977,6,70,437,2,632,9709,5090,4619,557,385,172,7976,2919,5057,1417,1793,6463,6,1,21025,4457,292,200,3,5,16,13,87,17,53,11,598
R39209,çÇímåß,ìyç≤ê¥êÖés,13778,6421,7357,13733,6406,7327,1147,583,564,6294,3138,3156,6337,2700,3637,3417,1302,2115,45,37,298,269,366,6586,6567,13256,3722,2458,2213,1301,1659,32,21,26634,3935,975,7,81,78,2,1,14,252,14,21,15,176,97,33,56,24,77,20,13,160,802,5744,76,419,779,15,1,96,918,85,37,53,574,208,258,1237,118,305,455,185,1199,4360,205,192,93.5,18.9,10817258,1228380,10622182,2933723,585790,1880045,73080,1,51,11,59,450,5,29,241,1,142,5492,2960,2532,509,376,133,6629,2501,4128,808,984,3695,1,1,13844,3041,202,112,2,4,5,7,16,10,14,5,216
R39210,çÇímåß,élñúè\és,34313,16183,18130,34164,16129,18035,4052,2038,2014,18391,9187,9204,11716,4858,6858,6304,2271,4033,101,264,485,1004,1211,14771,14697,32583,8312,5018,3828,2055,2389,102,55,63229,9896,2484,19,199,112,5,13,41,660,55,62,70,489,237,87,217,25,157,31,23,312,2149,16749,208,1329,824,131,29,511,3613,538,229,408,1979,724,842,3302,443,1029,574,238,2159,14352,1021,618,93.9,11.1,22004990,3605932,21903164,7046934,1771366,2108487,276029,1,126,26,186,1599,14,164,886,3,910,15925,8430,7495,729,513,216,12265,4498,7767,1817,2491,11297,29,2,34417,3863,523,375,4,7,29,19,61,23,70,20,999
R39211,çÇímåß,çÅìÏés,32961,15847,17114,32808,15767,17041,4365,2241,2124,18375,9243,9132,10132,4304,5828,5077,1896,3181,126,230,458,1152,1136,12953,12917,31749,7938,3610,3472,1798,1788,125,61,12646,5450,1277,18,101,85,2,2,12,358,13,72,21,191,124,68,98,20,73,16,21,186,1070,10810,263,501,1522,28,29,157,2215,87,180,98,1242,562,633,1642,228,287,1116,283,2023,8504,1035,445,89.3,8.7,21247730,3179764,20758458,6060735,1145533,2346823,18263,4,299,8,153,1761,4,88,739,1,111,15858,8472,7386,767,534,233,10769,3966,6803,2717,2507,10293,16,2,33557,2563,288,152,4,2,24,14,33,20,30,8,840
R39212,çÇímåß,çÅî¸és,27513,13261,14252,27246,13118,14128,2673,1371,1302,14539,7663,6876,10111,4122,5989,5628,2010,3618,214,149,416,870,684,11979,11914,25824,6105,4571,3229,1726,2033,69,34,53786,6658,1242,25,115,122,6,3,19,316,13,35,47,148,115,59,118,16,59,24,25,239,978,9888,309,448,1644,94,9,188,1684,136,61,214,537,419,1144,2096,205,240,450,309,2102,7477,996,719,100.5,8.4,17425227,2534097,16501732,5114609,1314885,1552177,325763,2,136,8,111,1114,4,62,476,1,429,12417,6493,5924,559,402,157,11257,4667,6590,2282,2099,7846,13,3,26514,10769,254,115,4,4,21,13,39,17,49,6,639
R39301,çÇímåß,ìåómí¨,2584,1270,1314,2525,1216,1309,190,92,98,1233,667,566,1160,510,650,630,242,388,59,7,64,43,94,1382,1381,2566,680,623,394,248,378,3,3,7402,1026,170,1,18,11,1,0,3,46,2,1,0,25,16,6,11,6,14,6,3,30,137,688,3,62,56,2,0,5,152,11,1,0,60,30,60,87,41,22,60,32,125,531,67,15,97.4,9.8,2849041,179894,2771365,659317,221180,171317,6790,0,0,2,16,65,2,16,23,0,0,1033,609,424,95,67,28,1255,495,760,274,194,560,2,1,2474,500,38,8,0,0,2,1,2,1,3,2,39
R39302,çÇímåß,ìﬁîºóòí¨,3326,1511,1815,3314,1507,1807,310,166,144,1584,782,802,1427,560,867,849,287,562,10,13,55,105,108,1474,1471,3099,803,543,430,227,346,15,12,2837,680,217,1,17,13,1,1,4,62,3,1,2,49,18,6,16,4,13,4,2,31,184,1191,3,97,93,1,1,39,265,17,2,7,164,28,54,298,31,29,46,8,201,982,112,66,84.7,0.6,11339328,296676,10827764,542632,285907,244686,43658,0,0,2,15,110,1,11,59,0,0,1398,721,677,63,44,19,1464,537,927,261,238,876,0,0,3244,1555,50,40,1,0,4,3,4,3,11,1,75
R39303,çÇímåß,ìcñÏí¨,2733,1290,1443,2725,1289,1436,259,130,129,1386,732,654,1088,428,660,640,219,421,8,17,37,94,108,1188,1185,2664,623,400,343,164,235,9,5,653,353,177,2,22,16,1,1,2,52,1,3,2,16,17,8,17,3,9,4,3,38,136,1157,4,91,88,1,1,47,222,10,3,5,54,62,101,367,16,36,36,17,179,961,100,65,82.1,1.9,2848532,261038,2757067,441453,81247,243831,927,1,48,1,16,94,1,14,43,1,72,1287,702,585,104,76,28,1076,378,698,250,237,788,0,1,2745,1256,42,10,1,1,1,2,6,2,8,1,35
