SSDSE-A-2021,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R01228,ñkäCìπ,ê[êÏés,21909,10118,11791,21846,10087,11759,1995,997,998,11281,5551,5730,8616,3564,5052,4685,1855,2830,49,88,343,704,845,9669,9636,20605,5550,3297,2861,1875,1554,72,33,52942,21452,1030,31,0,1,84,45,4,4,26,253,22,60,29,165,110,20,78,16,82,7890,264,0,4,621,366,42,23,398,1689,257,134,213,773,413,238,1625,165,665,653,191,84.8,14.9,17278685,2209436,17163192,4049702,2162789,1446229,258471,2,116,6,80,704,2,37,389,0,0,0,0,2,403,10006,5389,4617,294,183,111,9414,3452,5962,1743,1267,6885,7,1,20897,2355,207,138,4,3,14,13,53,16,35,9,378
R01229,ñkäCìπ,ïxó«ñÏés,22936,10783,12153,22742,10709,12033,2684,1348,1336,13092,6426,6666,7096,2973,4123,3784,1501,2283,140,127,286,786,1040,9929,9892,21877,5363,3583,2273,1425,1210,78,22,60071,19740,1147,36,0,1,76,43,2,2,24,305,23,85,28,215,104,37,72,13,81,9602,550,0,6,812,485,40,6,623,2021,183,204,87,1325,362,148,1619,363,768,620,24,92.7,7.4,12545166,2591235,12349724,4113429,1467441,1170670,13964,4,341,9,138,1007,6,83,518,0,0,0,0,2,727,11843,6354,5489,434,286,148,7598,2596,5002,2401,1586,7584,2,1,21535,2402,256,150,3,2,11,13,43,19,56,1,129
R01230,ñkäCìπ,ìoï és,49625,23533,26092,49500,23483,26017,5312,2726,2586,26948,13364,13584,16602,7052,9550,8054,3161,4893,92,260,693,1723,2070,21681,21640,47567,13324,6777,6233,3934,3009,188,100,21221,3744,1542,6,1,1,220,78,0,5,39,366,25,101,38,219,175,45,115,11,97,13712,31,5,1,1473,1012,0,22,683,2925,145,300,100,2305,676,367,2393,150,1124,31,9,98.9,13,21481314,5153559,20993097,8183743,2889109,1808433,56498,4,509,8,168,2091,5,88,1037,0,0,0,0,1,459,21048,11957,9091,1229,794,435,20246,7138,13108,258,5055,15380,3,2,48459,3215,298,168,7,6,19,21,54,26,53,2,142
R01231,ñkäCìπ,åbíÎés,69702,33781,35921,69450,33669,35781,9132,4571,4561,42897,21366,21531,17465,7716,9749,8362,3458,4904,190,424,723,3370,2953,28846,28752,67223,18092,8768,6752,3962,2827,306,116,29465,9736,1852,21,0,2,169,112,1,7,79,430,32,85,60,261,216,82,179,13,103,22023,216,0,9,1418,4651,35,95,1653,4363,258,290,353,1916,1295,1259,3162,228,822,203,86,94.8,5,28362508,8020361,27519904,9316440,3627593,3392427,155800,6,1047,8,217,3797,5,138,1901,0,0,0,0,2,1801,31646,18241,13405,1589,1002,587,25067,8724,16343,1212,6550,22605,1,3,69626,712,351,213,12,5,38,38,122,48,131,9,641
R01233,ñkäCìπ,à…íBés,34995,16279,18716,34893,16255,18638,3966,2056,1910,18910,9131,9779,12107,5081,7026,6278,2484,3794,97,171,522,1069,1204,15054,14953,32814,9012,4857,4278,2656,2233,124,50,44421,13092,1372,21,1,2,116,55,1,6,19,332,28,126,40,200,143,32,142,13,95,11793,242,9,9,971,805,68,19,443,2397,253,284,171,1159,733,130,2970,321,809,402,73,87.2,6.7,18187716,4008220,17810967,6349795,1927633,2047083,244892,2,264,9,154,1493,3,71,835,1,16,15,15,2,698,16124,8632,7492,766,500,266,14031,5026,9005,1655,2895,11421,0,1,34083,4230,280,148,4,2,26,19,68,21,62,8,555
R01234,ñkäCìπ,ñkçLìáés,59064,28273,30791,58912,28205,30707,7213,3688,3525,34586,16908,17678,17103,7572,9531,7573,3098,4475,139,262,600,2144,2255,23551,23458,56696,16499,5512,6786,4103,2467,153,105,11905,7400,1907,12,0,2,215,118,2,8,147,540,15,87,64,145,136,54,212,12,138,24321,119,0,6,1537,3046,45,55,4076,5891,191,441,268,1042,1745,707,3804,163,1185,106,48,93.4,4.1,24592498,7736809,24197503,9116274,3738687,3036546,211338,6,658,9,203,2907,8,167,1856,0,0,0,0,3,2988,26266,14823,11443,1193,791,402,22931,8180,14751,559,4482,20189,2,5,58713,1282,397,116,12,5,34,34,60,43,82,12,819
R01235,ñkäCìπ,êŒéÎés,57436,27548,29888,57232,27474,29758,7415,3759,3656,32732,16156,16576,17229,7588,9641,7473,2903,4570,203,295,690,2167,1895,22632,22562,55975,15543,5142,6761,3879,2498,188,131,72242,21533,2111,13,4,2,308,207,1,14,175,474,28,53,54,194,164,42,199,24,155,26035,148,30,12,2043,4549,11,192,4880,5955,163,443,367,1027,1408,541,2848,284,1134,333,102,94.9,8.6,27449265,8088746,27066041,9927622,3146349,3052596,198832,0,0,12,229,3045,8,163,1709,0,0,0,0,2,1804,26136,14772,11364,1246,849,397,20616,7128,13488,1258,5889,17653,3,4,58363,3433,294,163,9,4,28,22,56,31,79,15,1079
R01236,ñkäCìπ,ñkìlés,46390,21641,24749,46299,21614,24685,6353,3224,3129,27723,13376,14347,12297,5031,7266,5995,2156,3839,90,263,581,1476,1656,18508,18432,44897,11907,4784,4450,2430,2160,173,100,39744,9835,1706,14,0,4,227,107,1,3,72,487,19,54,45,166,165,50,146,19,127,16712,154,0,64,1793,2973,3,4,1724,3962,213,253,207,1049,637,131,2358,252,935,563,170,89.7,5,21736397,5159699,21304844,8467969,2742101,2608572,34405,4,376,11,188,2446,5,110,1323,0,0,0,0,3,749,21715,11734,9981,1172,678,494,16027,5406,10621,1699,4840,14515,1,2,46511,3285,370,131,8,0,27,17,26,18,38,9,823
R01303,ñkäCìπ,ìñï í¨,17278,8314,8964,17237,8302,8935,1547,802,745,10453,5231,5222,5210,2243,2967,2558,1005,1553,35,51,196,578,699,7327,7314,16851,4325,2340,1907,1090,814,44,22,42286,15932,597,49,0,0,62,27,1,2,13,126,7,56,17,68,61,16,45,7,40,5617,305,0,0,385,1157,16,2,162,933,51,112,48,438,361,524,768,142,213,477,79,91.8,11.4,10560394,2111933,10291543,2241743,1544461,682256,46727,0,0,2,46,552,2,36,342,0,0,0,0,1,293,8131,4591,3540,482,314,168,6704,2372,4332,1258,1500,5220,1,0,16152,1589,106,55,0,0,13,7,21,123,61,2,150
R01304,ñkäCìπ,êVé¬í√ë∫,3329,1604,1725,3328,1604,1724,357,182,175,1872,980,892,1100,442,658,627,224,403,1,12,74,119,121,1070,1057,2888,588,248,305,183,113,6,3,7804,7589,96,24,0,0,7,5,0,0,3,16,2,0,0,11,4,1,13,2,8,889,167,0,0,144,24,0,0,19,115,4,0,0,47,25,6,221,91,26,243,0,80.8,4,3858686,343166,3780273,587812,579356,708083,16071,0,0,1,14,121,1,14,72,0,0,0,0,0,0,1569,848,721,22,15,7,1303,523,780,674,110,651,0,0,3123,52,13,5,0,0,3,1,2,3,2,0,0
R01331,ñkäCìπ,èºëOí¨,7337,3283,4054,7306,3280,4026,542,280,262,3421,1644,1777,3372,1357,2015,1797,676,1121,31,22,162,178,308,3571,3561,7107,1862,1364,1154,753,821,28,7,29325,2363,350,2,1,0,47,24,0,0,4,116,5,10,3,37,44,5,19,10,23,2065,25,17,0,218,593,0,0,60,447,29,13,4,135,88,20,255,58,103,23,167,89.2,7.1,5678123,545845,5512924,1180157,400961,490984,6988,0,0,3,29,168,1,16,115,0,0,0,0,1,69,3251,1704,1547,130,97,33,3407,1197,2210,362,1088,1799,1,1,7302,5710,109,26,0,1,3,4,7,4,10,2,69
R01332,ñkäCìπ,ïüìáí¨,4422,2047,2375,4392,2042,2350,331,150,181,2238,1127,1111,1853,770,1083,994,379,615,30,12,85,98,151,2039,2036,4350,1134,677,657,385,386,7,4,18728,1641,252,2,3,0,28,27,1,2,5,66,4,12,3,26,24,6,12,6,25,1546,10,19,0,181,408,18,3,17,267,13,15,4,73,54,13,132,24,295,17,30,89.6,11,4289768,534673,4224335,692792,629780,330422,0,1,11,2,20,86,1,14,67,0,0,0,0,1,50,1886,1017,869,156,138,18,2049,742,1307,271,729,882,0,0,4113,3196,61,21,0,0,3,2,2,2,0,1,39
R01333,ñkäCìπ,ímì‡í¨,4653,2306,2347,4649,2305,2344,508,262,246,2553,1376,1177,1592,668,924,824,310,514,4,21,62,149,210,2003,1998,4542,1081,664,555,330,266,19,6,19675,3113,181,4,3,0,30,19,1,1,2,34,2,5,2,30,16,4,7,6,15,1471,39,17,0,304,402,81,7,33,168,13,14,2,116,31,10,89,44,101,150,45,89.3,13.1,4586025,747719,4431937,614529,415935,786933,14431,1,24,3,29,167,1,15,103,0,0,0,0,1,164,2441,1395,1046,98,79,19,1606,570,1036,636,698,1088,2,0,4413,1284,28,18,0,0,5,2,2,2,1,2,81
R01334,ñkäCìπ,ñÿå√ì‡í¨,4547,2150,2397,4527,2149,2378,307,147,160,2236,1192,1044,2004,811,1193,1117,425,692,20,13,91,126,156,2140,2135,4394,1100,829,659,386,449,17,2,22187,2221,247,3,0,0,36,15,0,1,7,61,4,9,5,32,29,2,14,6,23,1268,23,0,0,235,122,0,2,79,356,19,15,8,126,50,7,137,25,64,43,49,95,8.2,4270382,507189,4247595,965344,423466,325572,0,0,0,1,13,114,1,11,67,0,0,0,0,0,0,2057,1201,856,116,87,29,2067,715,1352,211,589,1257,1,0,4194,2582,59,25,1,1,3,1,7,1,6,2,74
R01337,ñkäCìπ,éµî—í¨,28120,12820,15300,28087,12809,15278,3384,1711,1673,15672,7373,8299,9058,3733,5325,4637,1681,2956,32,151,404,1125,1026,11141,11090,26774,7194,2787,3094,1761,1543,91,55,21675,8211,876,11,0,1,124,64,1,4,39,176,9,20,19,107,81,20,109,10,81,8157,97,0,12,815,1140,26,10,761,1256,33,143,82,992,414,80,1660,112,524,334,44,98.6,10.8,14417615,2997552,14204171,4023762,1200744,1756196,192,2,270,8,112,1381,4,75,684,0,0,0,0,1,355,12436,6653,5783,764,481,283,11154,3777,7377,1256,2443,8354,3,0,28220,8168,141,73,3,2,19,10,33,12,27,6,349
R01343,ñkäCìπ,é≠ïîí¨,4226,2053,2173,4161,2052,2109,423,214,209,2285,1145,1140,1518,694,824,634,287,347,65,18,67,95,125,1660,1653,3982,926,488,498,339,224,8,5,11063,2133,152,3,0,0,23,20,1,0,3,38,1,0,0,19,18,1,12,3,10,1073,20,0,0,134,312,4,0,28,179,6,0,0,89,82,1,155,26,37,1,19,97.1,3.8,2691219,411830,2651257,541149,169271,333169,0,1,61,1,18,176,1,14,91,0,0,0,0,0,0,2015,1112,903,93,59,34,1695,668,1027,790,463,761,1,0,3963,3027,36,12,0,0,2,1,2,1,3,0,0
R01345,ñkäCìπ,êXí¨,15946,7324,8622,15757,7316,8441,1795,928,867,8625,4157,4468,5526,2239,3287,2788,1029,1759,189,72,266,328,529,6628,6612,15462,3619,2112,1813,979,1067,54,35,36879,9003,859,18,2,2,97,104,3,1,31,210,12,30,18,104,85,14,53,14,61,6137,154,7,9,568,1897,24,1,386,1067,131,47,68,466,209,42,624,106,331,172,66,93.6,14.2,20180989,1675473,20098399,2525201,943200,901325,0,2,86,8,80,642,2,37,405,0,0,0,0,1,154,7841,4217,3624,390,261,129,5905,1912,3993,1825,2266,3711,2,1,15631,8030,172,80,0,2,9,6,18,6,16,2,142
R01346,ñkäCìπ,î™â_í¨,17252,8401,8851,17162,8382,8780,1967,1011,956,9895,5105,4790,5369,2273,3096,2789,1059,1730,87,102,247,583,858,7523,7495,16423,4005,2770,1794,1036,1113,61,34,95608,17811,881,23,4,0,109,60,3,2,26,224,13,40,21,131,75,9,45,16,80,5923,362,30,0,770,827,53,3,321,1109,133,98,84,545,199,49,782,162,396,197,106,89.5,9,19210429,1951080,18604893,2869251,1499717,879976,13901,1,59,8,83,696,4,58,391,0,0,0,0,1,261,8571,4899,3672,327,230,97,6264,2181,4083,1773,1625,5132,1,1,16361,4004,191,96,1,3,6,7,27,9,27,5,252
R01347,ñkäCìπ,í∑ñúïîí¨,5926,2869,3057,5858,2854,3004,507,241,266,3229,1735,1494,2190,893,1297,1318,494,824,68,19,92,228,391,2685,2678,5362,1427,1090,789,487,573,23,8,31076,8222,310,2,1,0,32,24,1,0,9,81,6,5,5,44,26,6,20,6,42,2161,35,18,0,190,476,4,0,91,361,24,8,13,159,86,63,140,241,252,47,8,89.5,12.6,5192825,621955,5072024,995915,774524,373190,12479,1,33,2,19,205,1,15,85,0,0,0,0,1,74,2605,1452,1153,96,66,30,2714,1108,1606,515,571,1516,0,1,5329,2277,69,31,0,1,2,3,3,3,5,1,62
R01361,ñkäCìπ,ç]ç∑í¨,8248,3910,4338,8241,3907,4334,818,430,388,4589,2357,2232,2839,1121,1718,1575,556,1019,7,31,132,392,528,3752,3717,7539,1984,1495,932,578,603,31,10,10948,2685,482,6,0,0,43,23,5,3,13,127,11,16,14,71,45,10,43,9,43,2994,40,0,0,291,141,39,5,139,710,151,31,65,272,132,35,582,118,243,108,29,93.9,16.7,5440929,842529,5347756,1455395,716119,458957,0,2,43,3,53,277,2,35,156,0,0,0,0,1,276,3852,2241,1611,194,123,71,3375,1110,2265,403,585,2833,0,1,7758,3347,116,57,1,2,5,5,16,5,17,3,107
R01362,ñkäCìπ,è„Émçëí¨,4876,2193,2683,4866,2190,2676,506,256,250,2427,1153,1274,1943,784,1159,1007,381,626,10,17,86,94,175,2173,2168,4783,1229,706,676,408,417,13,5,54771,4284,218,8,2,1,29,22,0,1,4,46,3,4,3,28,26,2,11,8,20,1244,54,8,1,360,185,0,1,26,209,14,6,5,65,68,2,127,27,86,107,90,80.3,5.1,5794656,439550,5724894,873656,722885,549574,3623,0,0,3,35,180,1,17,107,0,0,0,0,1,76,2154,1145,1009,93,59,34,2122,733,1389,369,608,1170,0,0,4875,2373,40,22,0,0,3,2,2,3,0,0,0
R01363,ñkäCìπ,å˙ëÚïîí¨,4049,1918,2131,4033,1915,2118,440,237,203,2050,1019,1031,1556,659,897,899,352,547,16,14,66,108,152,1765,1757,3917,1044,534,533,336,282,10,4,46058,8924,201,12,0,1,22,17,0,0,8,55,4,8,4,18,17,1,14,6,14,1334,117,0,3,209,156,0,0,105,214,16,14,14,70,89,11,173,72,71,246,46,77.5,5.2,5114348,431131,5031509,1649138,263154,364967,32,0,0,3,39,160,1,13,80,0,0,0,0,0,0,2055,1110,945,79,59,20,1465,505,960,677,300,1048,0,1,3903,1018,49,14,0,1,1,1,3,1,3,3,109
R01364,ñkäCìπ,â≥ïîí¨,3906,1791,2115,3904,1790,2114,385,190,195,1943,954,989,1578,647,931,855,344,511,2,15,77,92,142,1729,1726,3840,1041,523,559,359,344,6,4,16259,2521,170,6,1,0,25,10,0,1,2,44,3,1,2,17,21,3,14,4,16,942,43,1,0,163,216,0,1,9,192,11,8,5,81,41,3,106,18,44,74,78,69.7,3.5,4382709,286272,4261518,622394,595764,591992,0,0,0,3,27,133,1,16,95,0,0,0,0,0,0,1761,992,769,97,69,28,1661,540,1121,275,489,993,1,0,3746,1373,38,11,0,1,1,1,4,2,3,1,82
R01367,ñkäCìπ,âúêKí¨,2690,1372,1318,2684,1372,1312,253,137,116,1442,823,619,995,412,583,551,217,334,6,14,39,142,182,1270,1260,2517,653,504,325,216,253,10,5,14299,1967,206,1,1,0,17,17,1,0,10,55,2,7,1,48,17,0,6,4,19,935,2,7,0,193,82,9,0,59,180,10,18,4,150,30,0,96,22,73,17,12,85.4,10.8,4404750,282345,4385128,341217,562896,531131,32257,2,45,2,22,60,1,15,37,0,0,0,0,1,65,1347,904,443,46,36,10,1043,294,749,151,171,1020,0,0,2661,443,48,25,0,1,3,0,3,1,1,0,0
R01370,ñkäCìπ,ç°ã‡í¨,5628,2680,2948,5626,2680,2946,566,278,288,2965,1531,1434,2097,871,1226,1193,467,726,2,23,111,146,234,2280,2263,5282,1308,677,683,442,345,9,9,56825,12155,224,10,0,1,30,10,1,0,6,61,3,8,4,27,23,4,10,4,22,1456,87,0,3,251,64,3,0,102,287,11,16,53,121,46,30,259,41,82,271,15,83.9,6.1,6898862,530863,6864134,1229516,630558,1726666,31648,0,0,2,28,224,1,17,98,0,0,0,0,0,0,2825,1568,1257,78,48,30,2149,783,1366,820,386,1592,0,0,5378,1062,59,22,0,1,3,2,4,2,8,1,110
R01371,ñkäCìπ,ÇπÇΩÇ»í¨,8473,3952,4521,8443,3949,4494,749,402,347,4135,2094,2041,3589,1456,2133,2053,779,1274,30,26,144,223,330,3862,3848,8065,2067,1409,1107,736,796,19,13,63868,13859,455,5,1,4,64,25,2,2,13,127,4,16,5,63,37,4,26,12,45,2411,65,9,24,471,149,9,3,122,500,41,27,11,215,98,8,395,94,170,325,111,86.4,8.2,9730989,665958,9528803,2480246,793531,892183,23561,0,0,4,39,267,3,34,154,0,0,0,0,1,236,3977,2254,1723,112,80,32,3634,1215,2419,1073,627,2276,0,1,8012,3416,113,41,0,2,5,4,9,6,9,3,133
R01391,ñkäCìπ,ìáñqë∫,1499,734,765,1498,734,764,118,62,56,773,424,349,608,248,360,333,126,207,1,6,29,42,63,661,656,1386,368,235,205,125,147,8,0,43718,6960,73,0,1,0,7,4,0,0,2,17,1,0,1,12,4,1,4,8,11,329,0,10,0,35,27,0,0,14,50,3,0,7,31,5,1,84,30,32,29,13,89.5,5.3,3385171,108118,3286356,1337629,165842,175176,56700,0,0,1,11,44,1,12,23,0,0,0,0,0,0,697,426,271,20,15,5,658,227,431,176,98,422,0,0,1487,853,15,2,0,0,1,0,1,1,0,1,27
R01392,ñkäCìπ,éıìsí¨,3137,1528,1609,3101,1527,1574,319,167,152,1658,887,771,1160,474,686,635,240,395,36,16,48,109,122,1420,1413,2773,724,602,374,223,296,12,2,9525,1472,183,0,8,0,16,14,2,0,6,51,3,2,1,17,15,1,12,7,28,1141,0,67,0,149,201,6,0,59,216,18,3,1,61,39,1,224,24,72,15,39,86.1,13.6,5327552,240214,5276086,601186,387867,521927,40642,0,0,2,26,113,1,13,67,0,0,0,0,1,79,1393,776,617,43,33,10,1377,549,828,137,307,942,0,0,3010,700,42,14,0,0,3,2,4,2,2,1,73
R01393,ñkäCìπ,çïèºì‡í¨,3082,1415,1667,3078,1413,1665,348,176,172,1583,812,771,1151,427,724,737,257,480,4,17,62,120,136,1336,1327,2599,672,586,336,231,242,5,1,34565,7285,153,7,0,0,14,7,0,0,4,35,1,10,8,20,7,2,19,3,16,1079,39,0,0,103,71,0,0,32,122,7,19,23,80,20,1,464,15,83,48,17,83.6,8.8,4441139,257337,4279113,753737,519356,329744,16618,0,0,2,22,135,2,23,84,0,0,0,0,0,0,1331,743,588,37,21,16,1358,473,885,192,157,980,0,0,2850,365,34,11,0,0,4,1,5,1,3,1,53
R01394,ñkäCìπ,óñâzí¨,4843,2322,2521,4827,2314,2513,506,249,257,2536,1307,1229,1801,766,1035,1005,401,604,16,22,74,164,189,2086,2053,4599,1233,627,621,392,312,18,7,44978,7125,238,12,0,1,34,10,0,0,6,71,2,8,5,33,8,6,10,5,27,1486,127,0,2,280,50,0,0,38,317,13,23,19,138,49,12,270,48,100,258,35,81.6,10.9,6549573,483680,6148853,898652,1141986,461267,3411,1,23,2,25,179,1,15,106,0,0,0,0,1,29,2388,1351,1037,92,69,23,1836,644,1192,684,322,1355,0,0,4685,206,64,20,0,1,4,2,3,2,4,2,99
R01395,ñkäCìπ,ÉjÉZÉRí¨,4958,2512,2446,4812,2418,2394,652,356,296,2893,1518,1375,1322,583,739,693,280,413,143,47,58,284,303,2274,2270,4864,1166,905,446,253,248,26,4,19713,5154,290,7,0,2,20,11,0,2,10,55,3,9,6,98,26,4,15,3,19,1892,44,0,15,147,81,0,4,125,207,19,26,8,844,146,12,118,22,74,144,5,85.2,11.6,4977251,937670,4817204,642416,523657,843120,31535,1,35,2,33,287,1,16,97,0,0,0,0,1,67,2523,1450,1073,135,90,45,1503,530,973,480,226,1786,0,1,5026,977,50,38,0,0,2,2,2,3,2,1,106
R01396,ñkäCìπ,ê^éÎë∫,2103,1037,1066,2091,1030,1061,239,119,120,1165,633,532,698,284,414,389,142,247,12,16,30,100,121,855,852,1989,454,291,217,126,120,9,4,11425,3609,90,7,0,0,5,3,0,0,4,21,1,1,1,18,5,0,10,2,12,520,51,0,0,31,19,0,0,34,121,5,1,26,35,14,0,89,47,47,141,9,98.3,11,3039552,220328,2975180,433066,598610,350731,0,0,0,2,16,104,1,11,42,0,0,0,0,1,103,1144,644,500,19,14,5,699,259,440,488,61,574,1,0,2081,392,17,16,0,0,3,1,2,1,3,2,69
R01397,ñkäCìπ,óØéıìsë∫,1907,951,956,1854,935,919,243,126,117,1202,629,573,462,196,266,269,104,165,53,10,19,90,109,915,912,1848,397,431,154,91,77,11,2,11984,4541,101,2,0,0,3,5,0,0,3,30,1,7,0,24,4,3,4,3,12,1150,25,0,0,23,40,0,0,49,166,6,11,0,719,8,9,47,19,28,104,6,89.4,7.8,4907095,378950,4883526,402185,312866,383287,0,0,0,1,12,91,1,11,46,0,0,0,0,1,56,1213,670,543,17,11,6,430,143,287,362,85,760,1,0,1925,130,26,13,0,0,2,1,2,1,0,1,63
R01398,ñkäCìπ,äÏñŒï í¨,2294,1171,1123,2282,1167,1115,207,109,98,1204,658,546,866,391,475,480,208,272,12,12,42,112,130,1123,1119,2140,514,511,289,191,160,4,1,18941,3324,129,3,0,0,8,6,1,0,8,38,2,1,0,24,9,1,13,3,12,883,13,0,0,120,160,3,0,85,165,8,1,0,87,36,1,151,21,32,95,8,90.2,9.2,2847757,300111,2794574,525499,411104,187366,3190,0,0,2,15,79,1,11,44,0,0,0,0,0,0,1202,686,516,35,23,12,821,335,486,275,135,781,0,0,2186,212,32,19,0,0,2,2,1,2,1,1,45
R01399,ñkäCìπ,ãûã…í¨,3187,1553,1634,3174,1550,1624,388,210,178,1645,853,792,1144,485,659,688,272,416,11,12,55,108,134,1281,1278,2965,750,388,348,212,143,14,6,23149,3738,174,11,1,0,18,12,0,0,6,35,3,12,1,29,16,3,9,3,15,1405,114,8,0,178,199,0,0,131,173,9,42,4,126,40,3,220,52,106,90,8,76.6,7,4446366,2005300,4260172,634579,816417,342042,0,0,0,1,19,149,1,12,86,0,0,0,0,0,0,1546,872,674,63,45,18,1151,403,748,337,297,907,1,0,3035,171,29,21,0,0,2,2,4,3,2,1,62
R01400,ñkäCìπ,ã‰ímà¿í¨,15018,7538,7480,14826,7407,7419,2125,1055,1070,9097,4832,4265,3708,1580,2128,1806,697,1109,161,119,140,946,1189,6974,6943,14608,3682,2820,1334,790,739,88,25,26134,6889,910,14,0,0,63,24,4,6,22,206,13,99,34,194,76,21,57,6,71,6936,139,0,0,535,269,106,15,398,1512,129,326,118,1042,488,96,842,319,602,185,24,84.3,7.4,8098742,2674372,7828071,1940773,1367969,1025613,5413,2,218,5,79,813,1,31,359,0,0,0,0,2,508,7820,4628,3192,245,164,81,4275,1371,2904,709,925,5957,1,0,15323,1377,163,132,2,1,12,7,44,8,28,4,300
R01401,ñkäCìπ,ã§òaí¨,6224,3243,2981,6220,3242,2978,721,347,374,3670,2100,1570,1824,787,1037,947,378,569,4,43,81,245,306,2854,2851,6172,1430,1150,617,351,351,31,4,30492,8671,225,11,0,2,34,11,1,0,12,51,2,9,4,26,13,3,12,7,27,1681,81,0,8,336,319,4,0,137,314,5,28,15,99,39,10,130,76,80,349,64,88.9,8.3,5615473,794388,5542092,1124007,1089196,656789,41967,2,48,3,40,260,1,14,123,0,0,0,0,0,0,3496,2229,1267,75,48,27,1904,598,1306,918,767,1802,0,0,5911,1995,44,9,0,0,5,3,3,5,5,2,130
R01402,ñkäCìπ,ä‚ì‡í¨,13042,6174,6868,13008,6160,6848,1367,697,670,7241,3718,3523,4408,1739,2669,2266,834,1432,26,57,211,312,480,6228,6215,12688,3313,2457,1517,879,1178,52,17,7060,1357,802,2,0,0,95,47,2,1,16,193,19,67,14,157,73,15,48,7,46,4870,3,0,0,863,657,30,2,155,887,132,107,52,615,200,50,713,45,359,29,13,94.8,15.2,7268064,1206113,7257567,1784771,1221565,398327,35370,2,126,2,44,524,2,36,249,0,0,0,0,1,325,6281,3538,2743,308,217,91,4910,1614,3296,217,2040,3946,0,0,12673,7471,160,115,1,1,10,7,18,7,24,3,136
R01403,ñkäCìπ,îëë∫,1771,888,883,1769,887,882,195,111,84,951,555,396,625,222,403,359,104,255,2,4,30,62,76,886,884,1675,387,448,182,89,176,9,2,8227,546,104,0,1,0,28,1,4,0,1,24,1,0,5,12,5,0,5,5,12,1952,0,4,0,944,35,558,0,7,82,2,0,61,63,8,0,95,32,61,1,0,41.7,0.8,3974482,2250071,3887620,610630,577040,283765,0,0,0,1,11,67,1,14,38,0,0,0,0,0,0,887,565,322,24,15,9,664,197,467,76,137,671,1,0,1664,5,20,1,0,0,3,1,2,1,0,1,34
R01404,ñkäCìπ,ê_åbì‡ë∫,1004,462,542,1004,462,542,78,34,44,468,258,210,458,170,288,303,90,213,0,3,12,22,34,434,429,874,215,174,124,69,92,1,1,14779,973,63,0,1,0,3,1,0,0,1,21,0,1,0,12,5,0,8,2,8,248,0,8,0,11,7,0,0,3,64,0,2,0,40,6,0,84,7,16,0,0,91.3,4.6,2101064,81367,1966683,238206,126661,185825,0,0,0,1,12,35,1,10,15,0,0,0,0,0,0,472,290,182,13,10,3,441,128,313,87,54,331,0,0,846,523,19,5,0,0,1,1,2,1,0,1,22
R01405,ñkäCìπ,êœíOí¨,2115,1004,1111,2115,1004,1111,191,101,90,996,509,487,926,394,532,518,211,307,0,5,39,56,83,994,993,2108,535,361,337,187,246,4,2,23813,5074,122,0,1,0,7,3,0,0,3,37,1,0,0,41,8,1,4,5,11,567,0,8,0,40,20,0,0,18,102,3,0,0,235,10,4,47,15,65,32,22,91.6,9.9,3169530,166234,3144330,466762,412219,197140,5,0,0,4,22,59,1,12,35,0,0,0,0,0,0,1043,603,440,45,38,7,824,255,569,303,141,566,0,0,2002,1088,33,22,0,0,2,1,1,2,2,2,26
R01406,ñkäCìπ,å√ïΩí¨,3188,1518,1670,3161,1516,1645,253,132,121,1641,866,775,1294,520,774,724,286,438,27,13,51,44,91,1446,1407,2953,758,524,447,249,322,3,3,18836,2682,169,2,0,0,21,15,1,0,3,41,3,3,0,21,21,1,17,3,17,1069,8,0,0,141,331,2,0,25,127,12,4,0,57,44,1,197,47,73,14,15,88.9,9.5,3426794,214022,3291213,927091,403383,197350,18471,0,0,1,16,107,1,11,45,0,0,0,0,0,0,1574,866,708,56,44,12,1301,475,826,224,467,882,0,0,3080,1397,38,14,0,0,1,2,2,2,2,1,36
